"","sex","race","class","major","math.level","modality","mea","mla","selfEfficacy","technology","cooperative","deductive","demonstrative","inductive","integrative","lecture","repetitive","engage","resource","teacher.ctrd","student.ctrd"
"55","female","white","yr1","STEM","math02","Kinesthetic",-0.220266877617842,0.241570666913904,-1.15793808438679,0.301426706514515,-1.41366121575076,-2.01068179811386,0.499218113901826,-0.287230160129633,-1.01766418024787,-0.223722373792208,-1.26017444966891,-1.17740295309375,-0.176389578742941,-0.720544420681061,-0.842679943877299
"56","male","white","yr1","STEM","other","Visual",-1.21937656283166,-0.382576528507014,2.534679715241,0.579543444642833,-0.0622635828323453,-0.0077601914342912,-0.484746934034599,0.455808078053629,-0.555539909219454,-0.0228903531554786,0.648539515359959,0.22837218865558,-0.2495793047509,-0.0561341160671416,-0.0504450912536857
"57","female","other","yr3","Other","math01","Visual",0.929506013897561,0.959627078098006,-2.5364284825375,-0.211703587636277,0.0429453745200661,-0.279289532233136,-0.482366485244439,-0.409499211486148,0.0620288519513763,-0.413211125194478,-0.214117423987157,-0.346338725843645,0.17970236257254,-0.346764245030412,-0.108410916539852
"58","female","white","yr3","STEM","math04","Kinesthetic",1.03476045428573,-0.274466799284212,-0.340204930996185,1.06820577452097,-0.527599135119401,0.424782650450093,0.587952905730402,0.211611458495847,-0.185782093471023,0.077143060782643,-0.595354042507762,0.162683275605504,-0.133556819734785,0.239265448979467,-0.133147745968551
"59","female","white","yr2","STEM","other","Auditory",-1.79105753068592,-0.497556424846265,-0.113984566097563,1.52393034932561,-0.223493355922307,-0.573929080119847,-1.05576946983979,-0.132012947405529,-0.4923570751328,0.83319011854948,-0.158378348441451,-0.602692038594524,-0.191568062242842,-0.254698421404273,-0.278644387312099
"60","male","other","yr2","STEM","math02","Auditory",1.08754522914322,0.346650794410316,0.672993043561175,-0.376986730905787,0.759712577250152,0.179232606760567,0.196176549623793,0.0455843729819602,-0.725276902263008,0.372313141365435,0.211084087264836,-0.602692038594524,0.374439019056798,0.232128896232641,-0.0298824665141119
"61","female","white","yr1","Other","math01","Visual",-0.430775758394179,-0.381982142993917,1.49072619695178,0.579543444642833,0.202400225492506,0.276333556081807,-0.0413634344100077,-0.152879751471887,-0.920194409871559,1.16392941542481,-0.719728272490351,0.48104087735385,-0.23690086205795,0.300440731555576,-0.320211149635201
"62","female","white","yr2","Business","math02","Kinesthetic",-1.05780689777737,-0.497556424846265,-1.49247496424828,1.52393034932561,1.06008007256602,0.853235385096965,0.632319320912972,1.00091850477214,1.06864526640193,1.3870550416303,0.765932781647155,0.803083103154805,0.405320349902883,0.892924777954631,1.01845278148333
"63","female","white","yr2","Health","stats","Visual",1.03732585095717,-0.0601976801218837,2.38602032157339,-1.78253027567019,1.25708678381936,1.39500778656879,0.985171850652201,1.25970296808463,0.883503728613524,1.33481901599887,0.0652428557880909,0.484725501406459,0.0429769485963397,1.06118128676703,1.09797923544776
"64","female","white","yr2","Health","stats","Visual",-0.44869236772574,0.50979914203112,0.220552313763931,0.159828151920863,0.0429453745200661,-0.279289532233136,-0.482366485244439,-0.409499211486148,0.0620288519513763,-0.413211125194478,-0.214117423987157,-0.346338725843645,0.17970236257254,-0.346764245030412,-0.108410916539852
"65","female","white","yr5+","STEM","stats","Kinesthetic",1.43689655336965,-0.148599348817917,-1.26625459934966,-0.26038116509647,1.39683436123806,-0.120977724867872,0.422028802432715,0.417375999700486,-0.167525058107086,0.924760618475073,-0.933898734774334,1.06312103995829,0.0429769485963397,0.204884877674771,0.470693939630921
