"","ID","sex","race","class","major","math.level","modality","ID","AMAS.1","AMAS.2","AMAS.3","AMAS.4","AMAS.5","AMAS.6","AMAS.7","AMAS.8","AMAS.9","MEA.2","MEA.4","MEA.5","MEA.8","MLA.1","MLA.3","MLA.6","MLA.7","MLA.9","Efficacy.1","Efficacy.2","Efficacy.3","Cooperative.1","Cooperative.2","Cooperative.3","Cooperative.4","Cooperative.5","Cooperative.6","Lecture.1","Lecture.2","Lecture.3","Lecture.4","Lecture.5","Lecture.6","Lecture.7","Deductive.1","Deductive.2","Deductive.3","Deductive.4","Deductive.5","Deductive.6","Deductive.7","Inductive.1","Inductive.2","Inductive.3","Inductive.4","Inductive.5","Inductive.6","Inductive.7","Demons.1","Demons.2","Demons.3","Demons.4","Demons.5","Demons.6","Demons.7","Repet.1","Repet.2","Repet.3","Repet.4","Repet.5","Repet.6","Repet.7","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Tach.1","Tach.2","Tach.3","Tach.4","Tach.5","Tach.6","Tach.8","Tach.9","Tach.10","Tach.11","Tach.12","SocialEngage.1","SocialEngage.2","SocialEngage.3","SocialEngage.8","BehaveEngage.4","BehaveEngage.5","BehaveEngage.6","BehaveEngage.7","Resource.9","Resource.10","Resource.11","Resource.12","Modality.1","Modality.2","Modality.3","Modality.4","Modality.5","Modality.6","Modality.7","Modality.8","Modality.9","Modality.10","Modality.11","Modality.12"
"349",349,"male","white","yr1","Business","math02","Visual",349,1,1,1,3,5,1,1,3,1,1,3,5,3,1,1,1,1,1,5,1,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,5,5,5,5,1,5,5,5,3,3,5,5,5,5,5,1,3,3,2,3,2,3,2,1,1,1,1,1,2,2,1,3,2,2,3,3,2,2,3
"350",350,"female","white","yr2","Other","math02","Auditory",350,1,3,1,3,4,4,2,5,2,3,3,4,5,1,1,4,2,2,2,4,4,4,3,2,1,1,3,3,3,3,2,4,4,1,3,2,3,3,4,1,1,4,3,4,3,4,5,3,5,5,4,3,3,4,4,2,3,4,1,3,2,3,1,3,3,3,3,1,1,1,1,1,1,1,1,5,1,5,1,1,2,3,3,2,3,2,1,3,1,1,1,1,1,1,1,3,1,1,1,2,1,1,3,3
"351",351,"male","white","yr1","STEM","math02","Kinesthetic",351,2,3,1,2,2,1,1,5,1,3,2,2,5,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,3,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,4,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,3,3,3,3,4,3,2,3,3,2,3,2,3,3,2,2,2,4,2,3,1,1,1,3,3,3,1,3,2,1,2,2,3,1,3
"352",352,"female","white","yr1","STEM","math02","Kinesthetic",352,3,2,4,4,5,2,1,4,3,2,4,5,4,3,4,2,1,3,2,4,4,4,4,3,2,3,3,4,3,3,3,4,4,2,3,2,4,4,3,1,2,3,4,4,4,3,3,4,4,3,3,3,3,3,4,3,4,3,3,4,4,5,2,3,3,2,3,2,3,2,2,2,1,2,2,3,2,2,2,2,2,2,1,1,3,3,2,3,2,1,1,1,3,1,1,2,1,2,3,2,2,3,3,3
"353",353,"female","white","yr2","STEM","math03","Visual",353,1,5,2,5,5,3,2,5,3,5,5,5,5,1,2,3,2,3,3,5,5,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,2,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,3,3,3,1,2,1,2,3,3,4,3,3,2,2,1,1,3,2,1,1,2,2,2,2,2,3,3,3
"354",354,"male","white","yr3","Business","math03","Kinesthetic",354,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,3,2,1,2,1
"355",355,"female","white","yr1","Business","math03","Visual",355,2,4,2,3,4,4,2,5,3,4,3,4,5,2,2,4,2,3,3,3,4,2,3,2,1,2,2,2,2,3,3,3,4,1,4,3,3,4,4,4,4,3,3,4,4,4,3,3,4,3,5,4,4,4,3,3,4,4,2,3,2,4,2,2,3,2,3,2,3,3,4,4,4,4,3,3,4,4,3,3,1,2,2,2,3,3,2,2,1,1,1,1,1,2,2,2,3,2,1,3,2,2,3,1
"356",356,"female","white","yr5+","Business","math03","Kinesthetic",356,1,5,1,5,3,4,2,5,1,5,5,3,5,1,1,4,2,1,2,4,3,1,3,4,1,3,2,4,3,3,2,3,3,3,2,4,4,4,3,3,2,3,4,2,4,4,2,4,4,5,5,1,2,2,3,2,2,5,2,3,3,4,2,3,2,1,2,3,3,3,4,4,4,3,3,3,3,3,3,3,1,1,1,4,2,3,1,2,2,1,1,1,3,1,1,3,3,1,3,1,3,2,3,3
"357",357,"female","white","yr1","Business","math02","Kinesthetic",357,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,1,1,5,1,4,3,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,3,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,3,1,3,3,1,2,1,1,2,3,2,3,3,1,3
"358",358,"female","other","yr3","STEM","math02","Visual",358,3,5,3,5,5,3,2,5,5,5,5,5,5,3,3,3,2,5,1,5,2,4,2,2,1,1,2,3,2,2,3,2,1,4,2,2,2,3,3,1,1,3,2,2,5,5,1,2,4,1,5,1,5,4,4,1,1,3,1,2,2,2,1,3,3,3,4,2,4,1,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,4,3,3,4,1,1,1,1,2,1,2,2,2,1,1,2,3,3,1
"359",359,"female","white","yr5+","Health","stats","Kinesthetic",359,1,2,2,2,2,2,1,4,1,2,2,2,4,1,2,2,1,1,4,3,3,1,3,3,1,2,1,1,3,1,3,2,3,1,4,4,4,4,4,1,3,4,3,3,4,3,1,3,4,4,2,2,3,2,2,4,1,4,3,1,1,1,1,4,1,3,3,1,5,2,3,3,3,2,4,5,4,4,2,2,1,2,3,1,4,4,2,4,1,1,1,1,3,2,3,3,3,2,2,1,3,1,3,3
"360",360,"male","white","yr3","STEM","math03","Kinesthetic",360,1,5,3,5,4,2,2,5,2,5,5,4,5,1,3,2,2,2,4,3,5,3,2,3,1,1,3,2,2,3,4,5,3,3,3,4,4,3,5,2,3,4,4,3,4,3,2,4,3,4,4,4,3,4,5,3,1,2,2,2,4,1,2,1,3,2,2,5,3,4,5,5,5,5,4,4,5,5,5,5,2,1,4,2,3,4,4,3,2,1,1,1,3,3,3,3,1,2,3,3,2,3,1,3
"361",361,"male","Black","yr1","Other","math02","Auditory",361,3,2,4,3,3,4,3,4,4,2,3,3,4,3,4,4,3,4,1,2,1,4,3,3,5,4,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,1,1,2,1,1,3
"362",362,"female","Black","yr2","Health","math02","Kinesthetic",362,2,3,1,3,3,1,1,3,1,3,3,3,3,2,1,1,1,1,1,5,1,3,3,3,3,3,3,1,1,4,1,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,5,5,5,5,5,1,2,2,3,3,3,2,3,2,2,2,2,1,2,2,3,3,1,3,3,2,1,2,3
"363",363,"female","white","yr1","Health","stats","Kinesthetic",363,3,4,3,4,4,3,3,5,4,4,4,4,5,3,3,3,3,4,2,4,4,2,1,2,1,1,2,2,3,4,2,3,2,1,4,3,2,4,4,1,1,3,3,4,4,4,4,3,4,4,3,3,3,3,3,1,1,4,1,3,3,2,1,2,4,2,1,1,2,2,2,2,2,2,2,3,3,2,2,2,2,3,4,1,4,4,3,4,1,1,1,1,3,1,2,3,3,2,3,1,2,2,3,3
"364",364,"male","white","yr1","Other","math02","Kinesthetic",364,2,2,1,2,4,1,2,5,2,2,2,4,5,2,1,1,2,2,3,4,4,1,2,1,3,2,2,1,3,3,3,2,3,1,1,3,2,2,2,1,1,3,3,2,1,3,4,3,4,4,5,1,3,2,3,3,1,4,3,2,4,3,1,5,5,1,1,1,1,3,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,3,1,2,1,1,1,1,3,2,1,1,3,2,3,3,3,1,2,2
"365",365,"female","Black","yr3","Health","stats","Visual",365,1,1,1,3,2,2,2,2,2,1,3,2,2,1,1,2,2,2,2,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,2,2,2,2,2,3,2,2,3,3,2,1,1,2,1,3,2
"366",366,"male","white","yr3","Business","math01","Auditory",366,2,3,2,4,2,2,2,1,3,3,4,2,1,2,2,2,2,3,5,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,5,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,3,1,1,1,3,2,3,2,1,1,3,2,2
"367",367,"female","white","yr3","Other","math02","Visual",367,1,4,3,4,4,2,2,5,2,4,4,4,5,1,3,2,2,2,3,2,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,4,3,5,5,4,3,3,4,2,2,2,2,2,2,3,3,2,3,4,2,2,4,4,4,4,4,2,2,1,3,3,3,2,2,1,1,1,1,2,1,3,2,1,2,3,1,2,2,3,3
"368",368,"female","white","yr2","Health","stats","Visual",368,4,5,3,5,5,4,2,5,4,5,5,5,5,4,3,4,2,4,3,3,4,1,1,1,1,2,4,2,2,4,1,4,2,2,4,4,2,2,4,1,1,2,4,3,2,2,3,3,5,5,5,5,5,5,5,2,1,5,4,1,3,1,1,1,2,1,3,1,2,3,1,1,3,2,3,4,3,4,4,4,2,2,3,2,4,4,2,4,2,2,1,1,3,2,2,2,1,2,1,3,2,1,3,1
"369",369,"female","white","yr3","Health","stats","Kinesthetic",369,1,3,1,3,3,1,2,4,2,3,3,3,4,1,1,1,2,2,4,3,4,3,3,4,1,1,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,5,4,4,4,4,4,4,3,1,4,3,1,4,1,1,1,1,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,1,2,2,1,4,4,4,4,2,1,1,1,2,2,2,1,3,2,1,1,3,1,3,3
"370",370,"female","Black","yr1","Other","math02","Auditory",370,3,5,4,5,3,4,2,5,4,5,5,3,5,3,4,4,2,4,1,3,2,2,3,4,1,1,1,3,3,3,3,3,3,3,2,3,3,2,2,1,1,3,3,3,3,3,3,3,3,1,3,3,2,2,2,1,2,4,4,3,4,2,2,2,1,2,1,2,1,5,5,4,5,2,5,4,4,5,5,5,1,1,1,3,1,3,2,3,3,2,4,3,1,1,2,1,1,1,3,2,2,1,2,3
"371",371,"female","white","yr2","Other","other","Kinesthetic",371,1,4,2,4,4,2,2,4,2,4,4,4,4,1,2,2,2,2,2,2,3,3,3,2,1,1,2,2,2,3,3,3,3,1,3,2,3,2,2,1,1,3,3,3,4,3,2,2,4,4,4,2,3,4,4,2,1,3,1,1,2,1,2,3,3,2,2,3,2,4,4,4,4,2,3,4,4,4,4,4,1,1,1,3,3,4,1,3,2,1,2,1,3,2,1,3,1,2,1,3,2,3,1,3
"372",372,"male","white","yr3","Business","math02","Kinesthetic",372,3,4,1,3,5,1,1,4,2,4,3,5,4,3,1,1,1,2,3,1,4,5,5,5,4,5,5,5,5,4,5,4,5,4,4,4,5,4,5,3,5,5,5,5,4,5,4,5,4,5,5,4,4,4,5,5,5,5,5,5,5,5,4,3,4,5,5,4,4,5,4,3,3,3,3,4,3,3,3,3,2,2,3,2,2,4,2,3,1,1,1,1,3,3,2,2,3,3,3,3,2,2,1,2
"373",373,"male","white","yr2","STEM","math03","Auditory",373,1,2,1,3,3,1,1,3,2,2,3,3,3,1,1,1,1,2,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,3,3,4,3,4,4,4,4,4,3,4,4,4,3,4,2,3,3,4,4,4,3,5,3,3,4,4,1,1,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,3,1,1,1,1,1,2,2,3,2,2,2
"374",374,"female","white","yr2","Other","stats","Visual",374,3,5,4,5,2,2,1,5,4,5,5,2,5,3,4,2,1,4,2,5,4,3,4,4,2,2,1,5,4,4,3,5,4,4,5,5,3,2,3,2,5,5,4,3,3,4,2,5,4,4,4,3,5,5,4,5,5,5,4,1,3,4,3,3,4,3,3,2,3,1,1,2,2,1,3,3,2,3,2,2,2,2,3,2,4,4,3,3,2,1,1,1,1,2,3,2,3,1,2,2,2,1,2,1
"375",375,"female","white","yr3","STEM","math04","Kinesthetic",375,2,3,2,3,5,4,1,4,1,3,3,5,4,2,2,4,1,1,4,2,4,2,3,2,1,1,2,4,4,3,4,5,4,2,4,2,3,4,4,1,1,4,3,4,2,3,2,2,3,4,3,2,3,3,3,2,1,4,1,2,2,3,4,3,2,1,1,3,3,4,5,4,4,4,4,4,4,4,4,3,2,2,3,4,2,2,4,3,3,4,4,4,2,2,1,3,3,2,3,1,2,3,3,2
"376",376,"male","white","yr1","Business","math02","Visual",376,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,4,2,4,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,1,3
"377",377,"female","white","yr5+","STEM","other","Kinesthetic",377,2,3,2,3,3,2,2,5,2,3,3,3,5,2,2,2,2,2,1,4,4,4,4,4,1,2,4,2,3,3,3,4,3,2,3,4,3,4,4,1,2,4,3,4,4,3,3,4,5,4,3,1,3,4,4,1,2,4,2,2,2,1,4,2,4,1,3,5,3,4,4,4,4,4,4,4,4,4,4,4,1,1,3,2,4,4,2,4,3,4,2,1,3,2,1,2,3,1,3,1,2,1,3,3
"378",378,"female","other","yr1","Other","math01","Auditory",378,2,4,1,3,4,2,1,5,1,4,3,4,5,2,1,2,1,1,4,3,4,1,2,3,1,1,3,2,3,4,2,5,2,1,3,2,3,3,2,1,1,2,2,2,1,4,1,1,1,5,3,1,2,4,3,2,4,4,2,2,2,4,2,3,2,3,3,3,1,3,3,3,4,2,4,4,4,4,4,4,2,2,2,3,2,3,2,2,1,1,1,1,3,1,2,2,3,2,1,3,1,1,3,1
"379",379,"female","white","yr3","STEM","math02","Visual",379,2,3,1,3,3,2,4,5,1,3,3,3,5,2,1,2,4,1,2,5,4,3,5,4,3,3,4,5,4,3,5,5,4,2,3,3,2,3,4,2,4,4,3,2,3,4,4,3,5,5,4,4,4,5,4,5,4,4,3,5,4,4,5,4,5,3,4,4,5,3,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4,4,2,4,3,3,3,3,3,1,1,2,3,2,2,1,2,1,2,3
"380",380,"female","Asian","yr1","Business","math03","Visual",380,2,4,1,4,3,2,1,4,3,4,4,3,4,2,1,2,1,3,2,5,4,2,2,4,1,2,2,5,4,4,3,5,4,1,4,5,5,4,3,1,3,4,4,4,5,4,2,4,4,4,5,3,3,4,4,2,2,4,2,3,4,2,3,2,2,1,2,1,1,4,3,2,2,2,3,4,3,3,2,2,1,2,1,1,4,4,4,3,3,1,1,1,3,2,1,2,1,2,3,2,2,3,3,3
"381",381,"female","white","yr1","Business","math03","Kinesthetic",381,3,4,2,4,4,3,1,5,1,4,4,4,5,3,2,3,1,1,2,4,3,3,2,2,1,2,1,2,2,3,2,2,1,2,3,2,2,2,2,4,3,3,3,2,3,3,2,3,1,4,4,2,2,3,2,4,3,2,2,2,2,2,1,1,1,3,3,2,2,5,5,3,2,2,2,4,3,4,2,3,1,1,1,2,4,3,3,3,2,3,3,1,3,2,3,3,3,2,2,3,2,1,3,3
"382",382,"female","white","yr1","STEM","stats","Kinesthetic",382,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,3,3,3,3,3,1,3,1,1,2,1,3,2,3,3,3
"383",383,"female","white","yr2","STEM","math04","Auditory",383,1,3,1,5,4,1,1,5,2,3,5,4,5,1,1,1,1,2,5,5,2,5,4,4,4,4,4,4,4,5,4,3,4,3,4,4,5,4,3,4,4,4,5,4,4,5,5,5,4,3,3,3,3,2,4,5,4,4,3,2,2,4,5,5,3,2,3,3,4,4,2,2,2,3,3,3,3,3,2,2,3,3,2,4,4,4,1,2,1,1,1,1,3,1,3,1,1,2,3,1,2,1,3,2
"384",384,"female","white","yr1","Other","math02","Visual",384,1,3,1,4,5,1,1,5,3,3,4,5,5,1,1,1,1,3,3,4,3,3,3,4,3,4,4,5,4,5,3,5,4,3,5,3,3,4,5,1,2,3,4,4,5,5,3,5,5,5,5,1,3,4,4,4,3,4,4,2,1,5,1,3,1,4,3,4,5,3,4,5,5,4,3,5,5,5,5,5,2,2,3,2,3,4,2,3,1,1,1,1,3,2,2,2,3,2,3,3,2,2,3,3
"385",385,"male","white","yr2","STEM","math02","Kinesthetic",385,2,3,1,3,2,2,1,4,2,3,3,2,4,2,1,2,1,2,3,4,4,3,4,3,1,2,3,3,3,3,4,4,2,2,3,3,4,4,3,2,4,4,3,4,4,4,3,3,4,3,4,2,4,4,3,3,2,4,3,4,2,3,2,4,4,2,3,3,3,2,4,4,4,3,4,4,4,4,4,3,3,3,4,2,3,3,2,3,2,2,2,1,3,1,2,1,3,2,1,3,2,3,2,3
"386",386,"male","white","yr1","STEM","math03","Kinesthetic",386,1,5,2,4,4,1,1,3,1,5,4,4,3,1,2,1,1,1,3,4,4,2,3,5,1,5,5,5,5,5,5,5,5,1,5,3,5,4,5,1,2,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,2,5,1,3,2,1,3,5,1,2,5,3,4,5,4,4,5,4,4,5,5,5,5,5,2,2,2,1,4,3,3,3,2,1,1,1,3,2,1,3,3,1,1,2,3,3,1,3
"387",387,"female","white","yr2","STEM","stats","Visual",387,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,3,2,2,2,2,2
"388",388,"male","white","yr2","Other","math04","Kinesthetic",388,1,3,2,3,2,1,1,3,1,3,3,2,3,1,2,1,1,1,4,2,5,4,4,5,5,4,4,4,4,5,5,4,5,4,5,4,4,5,5,4,5,5,5,5,5,4,5,5,5,5,3,4,4,5,5,4,4,5,5,3,4,3,3,3,4,2,4,2,4,4,4,3,3,4,4,4,4,4,4,4,1,2,2,1,4,4,2,4,2,2,1,1,3,2,2,3,3,2,2,3,1,3,2,3
"389",389,"male","Black","yr2","STEM","math03","Kinesthetic",389,1,3,1,3,2,1,1,5,1,3,3,2,5,1,1,1,1,1,2,4,3,4,4,4,3,4,4,3,4,3,4,4,4,4,4,3,3,3,3,2,4,3,4,4,4,4,2,4,4,4,5,4,3,4,5,4,2,4,4,2,4,2,3,2,2,2,5,2,5,3,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,3,3,2,1,1,1,3,2,2,1,1,2,1,3,1,3,3,3
"390",390,"female","other","yr1","STEM","stats","Visual",390,1,5,2,4,5,2,2,5,3,5,4,5,5,1,2,2,2,3,4,2,4,3,1,2,1,2,1,4,1,4,3,5,3,3,4,4,2,1,5,1,1,3,2,2,4,4,4,3,4,4,4,4,3,5,1,5,4,5,2,4,1,3,2,5,3,5,3,5,5,3,1,1,1,2,2,4,4,4,4,4,2,2,3,3,4,3,2,3,2,2,1,1,3,1,1,2,1,2,3,2,2,3,2,3
"391",391,"female","white","yr2","Health","stats","Kinesthetic",391,2,3,2,2,4,3,2,4,1,3,2,4,4,2,2,3,2,1,4,2,3,4,3,3,2,2,2,3,5,3,4,4,3,4,4,4,3,4,3,2,4,3,4,4,4,4,2,4,5,5,4,5,4,3,4,3,2,3,3,2,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,1,3,3,2,3,1,1,1,1,3,2,1,1,3,2,1,1,3,1,3,3
"392",392,"female","white","yr1","Other","math03","Kinesthetic",392,1,4,1,3,2,1,1,5,1,4,3,2,5,1,1,1,1,1,4,2,3,1,1,2,1,1,1,4,4,5,4,4,5,1,4,2,4,4,4,1,1,5,3,4,4,4,4,3,5,5,3,2,3,4,5,2,4,4,2,5,1,4,3,3,4,2,1,1,2,3,2,2,2,2,3,4,3,4,4,3,2,2,3,3,4,3,1,4,2,2,1,1,3,2,2,3,3,2,3,2,2,3,3,3
"393",393,"female","white","yr1","Health","stats","Visual",393,1,3,3,2,4,1,2,5,1,3,2,4,5,1,3,1,2,1,2,4,3,4,4,4,5,3,4,4,5,3,3,4,3,3,3,4,3,3,2,1,3,4,4,2,2,3,2,3,4,4,4,4,4,5,2,2,1,3,2,2,4,1,2,3,5,1,3,2,2,3,2,3,2,2,2,3,2,3,2,2,4,4,4,3,4,3,2,4,3,2,1,1,3,1,1,3,1,2,3,2,2,3,2,1
"394",394,"male",NA,"yr1","STEM","stats","Auditory",394,1,3,2,5,2,3,5,5,3,3,5,2,5,1,2,3,5,3,2,3,2,5,4,4,4,3,3,4,4,4,4,4,5,2,4,4,4,2,3,1,3,3,4,3,5,4,4,4,3,3,3,5,4,3,4,4,4,5,5,4,3,4,5,5,4,3,4,4,4,2,1,3,1,4,2,3,3,1,2,2,1,1,1,1,2,3,2,3,1,1,1,1,3,1,1,2,3,2,1,2,1,1,2,3
"395",395,"female","white","yr2","STEM","math03","Auditory",395,2,4,2,3,5,4,1,5,4,4,3,5,5,2,2,4,1,4,3,2,4,3,2,2,1,1,2,4,4,3,4,4,4,3,3,4,2,4,5,3,4,3,4,3,3,4,2,3,4,4,4,3,2,3,3,3,2,3,2,2,2,2,3,3,2,1,3,1,3,2,2,2,2,2,2,3,2,3,3,2,2,2,2,3,4,4,3,3,3,1,1,2,3,1,2,2,1,1,1,1,2,1,3,1
"396",396,"female","other","yr1","STEM","stats","Kinesthetic",396,1,3,2,3,5,3,1,5,2,3,3,5,5,1,2,3,1,2,2,4,4,1,1,2,1,1,2,1,1,2,1,4,2,1,1,3,1,1,1,1,1,3,2,1,2,4,1,1,1,3,1,1,1,2,1,1,2,1,1,4,1,4,2,1,4,1,1,3,4,3,1,1,1,1,1,5,5,5,5,5,2,2,4,1,4,4,4,4,1,2,1,2,3,2,2,3,1,2,3,3,2,1,1,3
"397",397,"female","white","yr1","Business","math02","Kinesthetic",397,1,3,1,3,1,2,1,4,2,3,3,1,4,1,1,2,1,2,2,3,3,2,3,3,3,3,4,5,3,3,2,3,2,2,4,2,2,3,2,4,3,4,3,3,3,4,2,3,4,3,4,2,2,3,3,3,5,5,4,5,4,5,2,3,2,2,2,1,2,4,2,3,3,3,3,4,4,5,5,5,2,2,2,2,3,4,3,3,1,1,1,1,3,2,2,2,1,2,3,3,1,1,3,1
"398",398,"female","Black","yr1","STEM","math02","Auditory",398,1,5,5,5,4,5,3,5,5,5,5,4,5,1,5,5,3,5,1,4,1,2,4,2,1,1,1,1,2,4,2,2,2,1,2,2,2,2,3,1,1,2,1,3,3,3,3,3,2,2,2,4,2,2,3,2,2,2,2,2,2,2,1,2,1,1,2,3,1,3,4,4,4,4,3,5,3,3,3,3,1,2,2,1,2,2,2,2,2,2,1,2,3,1,1,2,1,2,1,1,3,2,3,3
"399",399,"female","white","yr1","Business","math03","Visual",399,1,3,2,3,3,1,1,4,3,3,3,3,4,1,2,1,1,3,4,4,4,3,2,2,2,4,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,2,2,4,2,3,3,3,3,2,3,2,3,3,3,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,3,1,2,1
"400",400,"male","white","yr2","Business","math03","Visual",400,1,1,1,1,4,1,2,1,1,1,1,4,1,1,1,1,2,1,4,2,4,4,4,2,4,3,2,4,4,4,4,4,4,4,4,4,2,3,3,2,2,4,4,5,5,4,5,5,4,5,4,1,2,5,5,4,5,5,5,5,5,5,3,3,4,1,4,2,3,4,2,3,3,3,3,3,3,3,3,3,2,2,2,1,4,2,1,2,2,1,1,1,1,2,2,3,3,2,1,2,3,3,2,3
"401",401,"male","white","yr1","Health","math02","Kinesthetic",401,3,3,2,3,2,1,2,2,2,3,3,2,2,3,2,1,2,2,2,4,3,2,2,2,3,2,3,3,3,3,3,4,4,2,4,2,3,2,2,2,2,3,2,3,4,4,2,3,4,3,4,2,2,2,3,2,3,4,3,3,3,4,1,2,2,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,1,2,1,1,3,1,2,3,1,3,1,2,3,3,3,1,3,3
"402",402,"female","white","yr2","STEM","math03","Kinesthetic",402,1,4,1,4,4,2,1,5,2,4,4,4,5,1,1,2,1,2,1,5,2,3,2,2,2,3,1,4,3,5,1,4,3,3,3,2,1,3,2,5,2,1,3,1,5,4,4,3,2,2,2,2,1,3,4,2,1,4,4,3,1,3,3,5,4,2,3,1,1,3,2,2,2,3,4,4,4,4,4,2,2,1,2,4,4,4,4,4,2,1,1,3,2,2,1,3,3,1,1,3,2,2,3,3
"403",403,"male","Asian","yr3","STEM","stats","Visual",403,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,3,4,1,1,4,1,2,5,5,5,5,5,5,5,1,5,5,4,4,5,1,1,4,4,5,5,4,2,4,5,5,4,1,3,5,5,2,1,4,1,1,4,1,1,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,3,3,2,2,2,1,1,1,2,2,1,3,3,2,2,3,2,1,1,3
"404",404,"female","white","yr1","Health","stats","Kinesthetic",404,2,3,2,3,3,1,2,4,2,3,3,3,4,2,2,1,2,2,3,4,3,3,3,3,2,3,1,4,3,3,3,4,3,2,5,4,3,2,3,2,3,4,3,4,5,4,4,5,5,4,3,4,4,5,4,3,3,4,4,3,2,4,2,3,2,5,4,2,5,3,3,2,3,3,3,4,4,4,4,2,2,2,1,1,4,4,3,4,1,1,1,1,3,2,1,3,1,2,1,3,2,1,3,3
