"","ID","sex","race","class","major","math.level","modality","ID","AMAS.1","AMAS.2","AMAS.3","AMAS.4","AMAS.5","AMAS.6","AMAS.7","AMAS.8","AMAS.9","MEA.2","MEA.4","MEA.5","MEA.8","MLA.1","MLA.3","MLA.6","MLA.7","MLA.9","Efficacy.1","Efficacy.2","Efficacy.3","Cooperative.1","Cooperative.2","Cooperative.3","Cooperative.4","Cooperative.5","Cooperative.6","Lecture.1","Lecture.2","Lecture.3","Lecture.4","Lecture.5","Lecture.6","Lecture.7","Deductive.1","Deductive.2","Deductive.3","Deductive.4","Deductive.5","Deductive.6","Deductive.7","Inductive.1","Inductive.2","Inductive.3","Inductive.4","Inductive.5","Inductive.6","Inductive.7","Demons.1","Demons.2","Demons.3","Demons.4","Demons.5","Demons.6","Demons.7","Repet.1","Repet.2","Repet.3","Repet.4","Repet.5","Repet.6","Repet.7","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Tach.1","Tach.2","Tach.3","Tach.4","Tach.5","Tach.6","Tach.8","Tach.9","Tach.10","Tach.11","Tach.12","SocialEngage.1","SocialEngage.2","SocialEngage.3","SocialEngage.8","BehaveEngage.4","BehaveEngage.5","BehaveEngage.6","BehaveEngage.7","Resource.9","Resource.10","Resource.11","Resource.12","Modality.1","Modality.2","Modality.3","Modality.4","Modality.5","Modality.6","Modality.7","Modality.8","Modality.9","Modality.10","Modality.11","Modality.12"
"231",231,"female","white","yr1","Health","stats","Kinesthetic",231,1,3,2,2,2,3,1,3,1,3,2,2,3,1,2,3,1,1,4,2,3,3,4,4,1,2,3,5,4,4,5,5,5,3,4,5,4,4,5,2,4,4,4,5,5,5,3,4,5,4,4,5,5,4,5,3,4,4,3,5,5,4,2,3,3,3,4,3,5,3,3,4,4,3,4,4,4,4,4,3,2,3,3,3,4,4,2,4,2,1,2,1,3,2,2,3,2,1,1,3,2,1,3,3
"232",232,"female","white","yr3","Health","stats","Kinesthetic",232,3,4,2,4,5,4,2,5,3,4,4,5,5,3,2,4,2,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,5,4,4,3,3,3,4,4,4,5,4,4,3,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,1,3,3,4,3,2,3,3,3,2,2,2,3,1,3,3
"233",233,"male","white","yr3","STEM","math03","Kinesthetic",233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,3,3,5,5,5,5,4,5,5,3,5,4,5,4,3,4,4,5,4,5,4,5,3,4,4,5,5,4,3,4,5,5,3,4,2,3,5,3,3,4,4,5,4,3,4,5,5,5,5,4,5,5,5,5,5,5,3,3,3,3,2,2,1,2,1,1,1,1,3,1,2,3,3,2,3,3,3,3,3,2
"234",234,"female","other","yr5+","STEM","math02","Kinesthetic",234,1,5,3,5,4,4,2,5,3,5,5,4,5,1,3,4,2,3,1,5,3,1,1,1,1,1,1,2,1,2,1,2,2,1,1,3,2,2,3,1,1,2,2,2,1,3,1,1,4,3,4,2,2,4,2,1,2,2,1,1,2,1,2,5,3,2,1,3,1,2,2,1,3,3,2,5,2,3,2,2,1,2,1,2,2,4,2,3,2,1,1,1,3,1,1,3,2,2,1,2,3,3,3,2
"235",235,"female","white","yr1","Other","math01","Kinesthetic",235,1,3,1,3,4,2,1,4,1,3,3,4,4,1,1,2,1,1,4,2,4,3,4,5,3,4,3,5,3,4,4,5,5,4,5,5,5,4,4,4,5,5,5,5,3,3,3,4,5,5,5,5,5,5,5,4,5,5,4,4,5,4,4,4,3,4,4,2,4,3,2,2,3,2,2,4,3,3,3,3,1,2,2,1,2,3,2,3,2,1,1,1,3,1,1,2,3,2,2,3,2,1,3,3
"236",236,"female","Black","yr3","Health","other","Visual",236,2,3,5,3,2,3,2,5,3,3,3,2,5,2,5,3,2,3,1,3,2,2,3,1,2,3,3,2,3,2,1,2,4,3,3,3,2,3,3,4,3,3,4,4,2,3,3,2,4,4,3,2,2,4,2,4,4,2,3,4,2,4,3,5,3,2,2,3,1,2,3,2,3,3,4,3,3,4,5,4,2,2,1,2,2,3,3,3,3,2,3,3,2,2,3,1,1,2,3,3,2,3,3,2
"237",237,"female","other","yr1","Other","math01","Visual",237,1,5,2,4,1,3,3,3,3,5,4,1,3,1,2,3,3,3,2,4,4,2,3,4,2,4,2,4,3,3,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,2,2,3,1,1,2
"238",238,"male","white","yr1","STEM","math03","Visual",238,2,4,1,4,3,1,1,3,3,4,4,3,3,2,1,1,1,3,3,2,3,3,3,4,2,2,4,4,4,3,3,4,4,2,3,3,3,3,4,3,4,3,2,4,4,3,3,2,4,4,3,3,4,2,3,4,3,3,4,4,3,2,2,2,3,3,4,3,3,3,3,2,2,3,3,3,3,2,3,3,2,2,2,3,3,3,2,3,3,1,1,1,3,3,3,1,2,2,2,1,2,1,2,2
"239",239,"female","white","yr2","STEM","math03","Kinesthetic",239,2,5,4,5,3,2,1,5,2,5,5,3,5,2,4,2,1,2,1,5,4,3,2,2,3,1,1,2,1,4,2,3,1,1,2,2,1,1,3,1,1,2,2,3,2,3,1,1,4,4,4,2,2,3,2,1,2,3,1,2,1,2,2,2,4,1,1,1,2,1,2,1,3,2,1,5,2,3,3,2,1,2,2,2,3,4,2,3,1,2,1,1,3,1,1,3,2,2,3,2,2,1,3,3
"240",240,"female","white","yr1","STEM","stats","Kinesthetic",240,1,4,3,5,4,3,5,5,3,4,5,4,5,1,3,3,5,3,2,5,2,5,3,3,2,4,5,4,5,3,2,3,2,3,4,3,3,2,3,4,2,3,2,3,4,4,2,2,3,2,3,1,2,4,3,3,3,4,3,1,2,3,1,3,4,4,2,1,2,4,1,2,2,1,1,3,1,1,2,1,2,1,1,3,2,4,2,3,1,1,1,1,3,2,3,2,3,2,3,3,1,3,2,3
"241",241,"female","other","yr1","Other","math01","Visual",241,3,4,1,3,5,4,1,5,3,4,3,5,5,3,1,4,1,3,4,3,4,2,2,2,2,2,2,4,3,4,2,3,1,1,3,3,3,2,2,1,1,4,2,2,1,2,1,1,5,4,4,2,2,3,3,2,4,4,3,2,4,4,1,3,2,2,2,1,1,1,2,1,1,1,1,3,3,2,2,2,2,2,2,3,4,3,4,3,1,2,1,1,2,2,2,2,3,2,1,3,2,1,2,1
"242",242,"male","white","yr4","Other","math02","Visual",242,3,4,1,3,4,1,2,5,2,4,3,4,5,3,1,1,2,2,4,2,3,4,4,4,4,3,5,4,4,4,3,4,4,2,4,3,4,3,3,5,3,4,3,4,5,5,3,5,5,5,3,4,4,5,5,3,5,5,3,5,4,5,3,4,1,4,4,4,5,3,4,5,5,5,4,4,4,4,4,4,3,4,2,4,4,3,2,3,4,4,1,1,3,2,2,3,3,2,2,2,2,3,3,2
"243",243,"male","white","yr1","Business","math03","Visual",243,4,4,4,4,4,5,1,5,3,4,4,4,5,4,4,5,1,3,1,5,1,1,1,1,1,2,1,3,1,3,1,3,3,1,3,2,2,2,2,2,3,2,3,2,2,3,1,3,3,3,2,3,4,4,2,2,3,3,3,3,2,3,3,2,2,2,3,3,3,4,2,2,2,4,2,3,3,2,2,2,2,2,3,2,3,3,2,2,2,2,3,2,3,1,2,2,3,2,2,2,2,3,1,3
"244",244,"female","white","yr1","Other","math01","Auditory",244,1,2,1,3,2,2,1,4,1,2,3,2,4,1,1,2,1,1,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,2,3,3,2,3,3,2,4,4,4,4,4,2,2,1,4,1,1,1,2,1,2,2,3,3,1,1,2,1,3,1
"245",245,"female","white","yr3","Other","math01","Auditory",245,1,3,1,3,4,2,1,4,1,3,3,4,4,1,1,2,1,1,2,5,4,5,4,4,5,3,4,4,2,3,3,3,4,3,3,2,3,3,2,4,3,4,3,3,2,3,4,2,4,2,2,3,3,3,2,3,5,2,3,2,4,4,2,4,3,2,3,4,3,5,5,5,5,5,5,5,5,5,5,5,2,3,2,3,3,4,2,3,2,2,1,1,3,1,1,2,1,1,2,1,2,3,2,3
"246",246,"male","white","yr4","Other","math02","Visual",246,1,4,1,5,5,2,5,5,3,4,5,5,5,1,1,2,5,3,1,5,1,5,5,5,2,3,2,5,5,5,3,5,5,3,5,5,5,5,3,3,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,1,3,5,1,3,4,3,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,2,4,4,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3
"247",247,"male","white","yr5+","STEM","math03","Kinesthetic",247,3,5,4,5,2,4,3,5,3,5,5,2,5,3,4,4,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,3,2,2,3,3,3,3,3,3,5,5,5,5,4,2,2,2,2,2,4,2,3,2,2,1,1,3,1,1,1,3,2,3,3,2,3,3,3
"248",248,"male","white","yr5+","STEM","math03","Visual",248,1,1,1,3,4,1,2,4,1,1,3,4,4,1,1,1,2,1,3,3,4,3,3,2,1,5,1,5,5,5,5,5,5,1,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,4,3,5,5,4,4,4,4,4,4,3,2,4,4,3,3,3,3,2,3,2,4,4,4,4,2,2,1,1,2,2,1,1,2,2,3,2,2,3,1,2
"249",249,"female","white","yr3","Other","other","Visual",249,3,4,2,5,5,2,2,4,3,4,5,5,4,3,2,2,2,3,2,2,3,4,3,2,4,3,3,4,4,3,4,4,3,3,3,3,4,3,1,3,3,3,2,4,3,3,2,4,2,2,3,3,1,3,3,2,2,4,3,3,4,3,3,3,2,2,3,1,3,3,4,3,4,4,3,5,4,4,4,2,2,2,3,4,4,2,3,4,3,3,1,1,3,3,2,1,3,2,1,2,2,2,3,1
"250",250,"male","white","yr3","Other","math02","Visual",250,3,2,2,2,3,2,2,5,2,2,2,3,5,3,2,2,2,2,3,2,2,3,4,2,3,3,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3,2,2,3,2,3,2,2,3,4,3,4,2,4,2,3,3,4,2,3,2,2,3,3,4,2,3,4,2,3,3,4,4,2,2,4,3,3,3,2,2,2,2,2,2,3,3,2,1,1,1,1,3,2,2,2,1,2,2,3,1,1,3,2
"251",251,"female","white","yr3","Health","math02","Visual",251,2,4,2,5,4,3,3,5,4,4,5,4,5,2,2,3,3,4,3,4,3,4,4,4,1,3,3,3,3,3,3,3,3,3,4,4,2,3,4,3,2,4,3,4,3,3,4,3,3,3,4,4,3,4,3,3,3,4,3,4,3,4,3,4,4,3,3,2,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,2,2,2,3,2,1,2,2,2,2,1,3,1,2,3
"252",252,"female","white","yr5+","STEM","math03","Kinesthetic",252,3,3,1,3,3,2,2,4,2,3,3,3,4,3,1,2,2,2,4,3,4,3,4,4,2,4,4,4,4,2,4,4,4,2,3,5,4,4,4,2,3,4,3,3,3,4,4,3,5,4,3,4,4,4,5,4,2,4,3,2,4,2,3,4,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,2,4,4,2,4,1,1,1,1,3,2,2,1,2,1,1,1,2,3,3,3
"253",253,"female","white","yr1","STEM","math02","Kinesthetic",253,1,3,1,3,1,1,1,4,1,3,3,1,4,1,1,1,1,1,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,4,3,3,5,3,3,3,3,3,4,2,2,2,4,2,4,2,2,3,3,3,4,1,2,3,4,4,4,4,3,4,4,4,4,3,2,4,3,3,4,4,3,4,3,3,1,1,3,1,2,3,3,2,3,1,1,3,2,1
"254",254,"female","white","yr1","Other","math02","Kinesthetic",254,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,1,5,1,1,3,3,1,2,1,1,1,1,3,2,2,2,1,1,3,3,3,3,1,3,3,3,1,2,2,2,3,2,1,1,3,3,3,3,3,3,1,2,2,2,3,3,3,3,3,3,1,1,1,1,1,2,3,3,3,1,1,1,3,3,3,3,3,4,3,4,2,2,2,2,3,2,1,2,3,2,3,3,2,3,3,3
"255",255,"male","white","yr1","Business","math03","Kinesthetic",255,2,4,2,4,2,4,2,3,3,4,4,2,3,2,2,4,2,3,3,2,3,3,3,3,2,2,2,3,3,2,2,2,2,2,3,4,3,2,2,3,3,2,2,2,2,2,3,3,3,2,3,2,3,3,3,3,3,2,2,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,2,3,1,3,3,3,3,3,3,2,3,3,3
"256",256,"female","white","yr1","Health","stats","Auditory",256,1,2,1,3,3,2,1,4,1,2,3,3,4,1,1,2,1,1,4,3,4,2,5,4,1,3,3,3,4,3,3,4,3,1,3,2,3,3,3,3,3,3,2,3,3,4,2,3,5,4,3,3,3,3,3,2,2,2,3,3,3,3,4,4,2,3,3,2,3,3,4,4,4,2,2,4,4,4,4,2,2,2,2,3,3,4,3,4,2,1,1,1,3,2,1,3,1,1,1,2,2,1,3,1
"257",257,"female","Asian","yr1","Other","stats","Visual",257,3,3,3,3,3,3,2,4,3,3,3,3,4,3,3,3,2,3,3,3,3,5,5,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,4,4,3,3,3,3,3,3,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,1,3,2,2,3,2,3
"258",258,"female","Asian","yr3","STEM","math03","Auditory",258,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,3,1,1,1
"259",259,"female","other","yr1","STEM","math02","Kinesthetic",259,1,3,1,4,5,2,1,5,2,3,4,5,5,1,1,2,1,2,3,2,4,2,2,2,3,3,3,3,2,4,4,4,3,2,4,2,3,4,3,3,3,4,4,4,5,4,3,3,5,5,4,4,2,5,4,3,2,5,3,3,3,2,2,4,1,1,2,1,1,3,4,2,3,3,2,5,3,5,5,2,1,2,2,2,3,3,2,2,1,1,1,1,3,1,1,3,3,2,3,1,3,3,2,3
"260",260,"male","white","yr1","STEM","stats","Kinesthetic",260,1,2,1,2,1,1,1,3,2,2,2,1,3,1,1,1,1,2,4,5,4,3,5,4,1,4,3,5,5,5,4,4,4,4,5,5,4,5,4,4,5,5,4,4,4,5,4,5,4,3,5,4,4,4,3,4,4,5,4,4,5,2,1,4,1,3,4,3,3,1,5,5,5,4,4,4,4,5,4,5,2,4,3,3,3,4,4,3,1,1,1,1,3,2,1,3,2,2,2,3,3,3,2,3
"261",261,"male","Black","yr2","Health","stats","Auditory",261,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,2,3,1,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
"262",262,"male","Black","yr3","STEM","other","Auditory",262,1,5,3,1,4,2,1,4,1,5,1,4,4,1,3,2,1,1,3,4,3,4,4,4,4,3,2,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,5,4,3,5,3,1,1,2,3,5,1,5,4,4,4,4,4,4,4,5,4,4,4,3,3,3,3,3,2,2,2,4,4,4,4,3,2,1,3,1,2,1,1,2,1,2,2
"263",263,"female","Black","yr1","STEM","stats","Kinesthetic",263,1,5,1,5,4,1,1,5,3,5,5,4,5,1,1,1,1,3,4,2,4,4,2,4,4,3,2,4,3,2,2,3,4,1,3,4,4,5,4,5,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,5,1,3,1,1,3,5,1,2,5,5,5,5,1,4,4,4,2,2,4,1,4,4,4,4,1,1,2,1,1,3,2,3,3,2,1,3,3
"264",264,"male","other","yr2","Business","stats","Kinesthetic",264,2,3,1,3,4,1,1,3,1,3,3,4,3,2,1,1,1,1,3,3,4,1,3,1,3,3,3,4,3,4,3,4,4,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,2,4,4,4,4,4,4,2,2,2,3,3,3,2,2,2,2,2,2,3,1,1,3,2,2,1,3,2,3,3,3
"265",265,"female","white","yr1","Other","math01","Auditory",265,1,3,1,3,1,1,1,3,1,3,3,1,3,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,4,5,3,2,2,2,2,3,5,4,5,5,4,4,4,4,4,4,4,3,4,4,3,3,2,1,2,1,1,1,2,3,1,3,1,1,3
"266",266,"female","other","yr2","Business","stats","Auditory",266,3,3,3,3,3,2,2,2,3,3,3,3,2,3,3,2,2,3,2,2,1,3,4,4,4,4,4,3,3,3,3,3,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,2,2,2,2,3,3,2,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,1,1,1,2,2,1,3,3
"267",267,"male","white","yr5+","STEM","other","Visual",267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,3,3,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,1,5,5,1,2,3,4,3,2,2,2,3,2,2,1,3,2,2,1,1,2,2,1,1,3,1,2,3,2,1,2
"268",268,"male","white","yr2","STEM","math03","Kinesthetic",268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,4,5,4,4,5,4,4,4,5,4,4,5,4,5,4,5,5,5,4,5,5,4,5,5,5,5,4,5,4,4,4,5,5,5,4,4,4,4,5,5,5,4,4,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,3,1,2,1,2,2,3,3,3
"269",269,"female","Asian","yr1","STEM","stats","Kinesthetic",269,1,2,1,2,3,1,1,3,1,2,2,3,3,1,1,1,1,1,4,5,4,3,4,3,3,2,3,4,3,3,3,4,4,3,4,3,4,3,3,2,3,3,2,2,5,4,2,3,5,4,4,3,3,4,3,3,4,4,3,3,3,2,2,3,3,4,4,3,4,3,3,2,2,3,2,4,3,3,3,3,2,2,3,2,3,2,2,3,2,2,1,1,3,2,3,1,2,2,1,2,2,3,3,3
"270",270,"female","white","yr2","Other","stats","Auditory",270,3,4,3,4,4,3,4,5,3,4,4,4,5,3,3,3,4,3,1,4,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,2,2,4,3,3,2,2,1,2,4,4,4,4,2,4,4,4,4,4,4,1,2,3,4,3,2,2,2,1,2,1,1,3,1,3,3,1,2,2,1,2,1,1,2
"271",271,"male","white","yr1","STEM","stats","Auditory",271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,3
"272",272,"female","other","yr2","Business","math01","Visual",272,2,3,2,4,3,4,2,5,4,3,4,3,5,2,2,4,2,4,2,3,3,3,3,2,3,3,3,3,3,4,3,4,3,3,3,4,3,3,4,3,3,2,2,2,3,2,3,3,3,2,2,2,3,2,3,3,3,3,2,3,2,3,1,2,2,3,2,3,3,2,2,4,4,2,2,3,4,4,3,2,2,2,3,3,3,2,2,3,2,2,2,3,2,1,1,1,2,2,2,1,2,3,2,1
"273",273,"female","white","yr2","Business","math01","Visual",273,1,3,2,3,4,2,1,4,2,3,3,4,4,1,2,2,1,2,2,4,4,1,1,3,1,2,1,5,4,4,3,5,4,2,4,2,3,5,3,2,2,4,3,4,4,5,1,4,5,5,4,4,3,5,4,3,4,4,4,3,4,4,5,4,2,3,4,2,5,2,2,2,4,1,3,4,4,2,3,2,2,3,3,2,4,4,3,3,2,1,1,1,2,2,1,3,2,1,3,2,2,2,2,2
"274",274,"female","white","yr2","Other","math02","Visual",274,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,3,4,3,2,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,2,4,3,3,4,4,3,3,3,4,4,4,4,4,4,3,2,2,1,3,3,3,4,3,4,4,2,3,4,4,4,4,4,4,3,3,3,3,3,3,2,3,2,1,1,1,2,2,2,2,2,2,3,2,3,3,2,3
"275",275,"female","white","yr2","Business","math02","Kinesthetic",275,1,4,1,4,2,4,4,5,1,4,4,2,5,1,1,4,4,1,1,5,3,1,4,4,1,4,1,4,3,4,2,4,4,4,4,2,4,4,2,1,1,4,2,4,4,4,2,1,1,4,4,1,2,4,4,1,4,1,1,4,1,4,1,3,4,4,1,3,2,2,2,2,2,4,2,3,3,3,3,2,2,4,2,2,3,3,2,3,4,3,2,1,3,2,3,1,1,2,2,1,3,1,3,3
"276",276,"male","white","yr1","Business","math03","Visual",276,1,4,3,5,2,1,1,5,1,4,5,2,5,1,3,1,1,1,4,4,4,1,1,2,1,1,1,3,3,3,3,3,4,4,4,4,3,4,3,1,2,3,3,3,5,5,4,3,2,5,5,5,5,4,5,3,3,3,3,1,3,5,1,3,1,1,3,1,3,3,3,3,2,1,3,3,3,3,3,3,1,3,3,1,2,4,2,2,1,1,1,1,3,2,2,3,3,2,1,2,2,3,2,1
"277",277,"male","white","yr1","STEM","math03","Kinesthetic",277,1,5,2,4,3,2,1,5,1,5,4,3,5,1,2,2,1,1,4,2,4,1,2,2,1,1,1,3,1,2,1,3,1,1,1,1,1,4,2,1,1,3,2,1,4,2,4,1,4,2,4,2,2,3,2,1,3,2,1,2,2,3,3,2,5,2,1,1,1,3,4,4,4,4,4,4,4,4,4,3,2,2,2,3,3,2,1,3,3,1,2,1,1,1,2,3,1,2,3,3,2,3,3,2
"278",278,"female","white","yr1","STEM","math02","Auditory",278,1,3,1,3,4,4,1,3,3,3,3,4,3,1,1,4,1,3,2,4,4,2,4,4,1,5,4,5,5,3,4,5,5,3,4,4,5,5,4,3,3,4,5,5,5,4,4,4,4,5,4,4,5,4,5,4,2,5,4,4,5,2,5,3,2,3,3,3,5,3,4,4,3,2,4,5,4,4,4,3,3,3,3,3,2,4,2,2,2,1,3,1,3,1,3,1,1,2,3,3,2,1,2,2
"279",279,"female","white","yr2","STEM","math02","Kinesthetic",279,1,4,5,5,4,5,5,5,3,4,5,4,5,1,5,5,5,3,1,5,4,1,1,2,1,2,1,4,2,2,2,2,1,1,2,3,2,4,2,1,1,4,2,3,4,4,4,2,5,2,4,2,4,2,2,2,1,4,1,1,2,1,1,3,1,1,1,1,2,3,4,4,4,3,3,5,4,4,4,2,3,3,3,1,3,3,2,3,3,2,1,4,3,1,1,3,3,2,3,1,2,1,3,3
"280",280,"female","other","yr2","STEM","math04","Kinesthetic",280,1,5,1,5,4,1,1,5,1,5,5,4,5,1,1,1,1,1,3,5,4,1,1,5,1,2,4,2,5,5,4,5,5,3,4,2,5,4,5,2,4,5,4,5,4,5,1,5,5,5,5,5,5,3,5,2,4,5,3,4,2,3,5,4,1,3,4,4,5,3,4,2,5,5,2,5,4,5,5,2,4,2,2,4,4,4,3,4,2,2,1,2,3,1,2,3,1,2,3,1,2,3,3,2
"281",281,"female","white","yr1","Other","math01","Kinesthetic",281,1,3,1,3,4,4,1,3,1,3,3,4,3,1,1,4,1,1,1,5,2,5,4,4,5,5,4,5,5,4,4,5,5,4,5,5,4,4,3,2,5,3,3,4,5,4,2,4,5,5,4,4,2,5,4,5,5,5,5,5,5,5,5,3,2,3,3,2,5,4,4,4,4,4,4,5,5,5,4,4,2,2,3,2,2,4,2,2,2,2,1,1,3,2,2,2,1,2,3,3,1,3,3,3
"282",282,"male","white","yr2","STEM","math02","Auditory",282,1,3,1,2,3,1,1,2,1,3,2,3,2,1,1,1,1,1,4,2,4,5,4,5,1,1,4,5,3,4,3,5,5,2,5,4,3,3,4,1,4,4,3,4,4,4,4,4,5,4,5,4,3,5,4,5,4,3,3,4,4,5,2,4,4,4,5,2,4,5,3,4,4,3,4,5,5,5,5,3,2,3,4,2,3,3,2,2,3,2,1,1,1,1,1,2,1,2,3,2,1,3,3,3
"283",283,"female","white","yr3","STEM","other","Visual",283,2,4,1,3,4,3,2,5,3,4,3,4,5,2,1,3,2,3,4,4,5,5,5,5,3,4,5,5,4,5,4,5,5,4,4,5,3,4,4,4,3,4,4,5,5,4,5,5,3,4,4,3,5,4,5,3,2,4,3,3,3,3,2,3,1,5,4,5,5,3,4,3,3,3,3,3,2,3,3,3,4,4,4,2,3,4,2,3,2,1,2,1,3,2,1,2,3,2,1,1,2,1,3,2
"284",284,"female","white","yr2","Other","math01","Auditory",284,1,3,1,3,3,1,1,3,1,3,3,3,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,5,4,4,3,4,4,3,3,3,3,3,3,4,3,2,2,3,2,3,4,4,4,4,2,2,3,3,3,3,3,3,3,2,2,1,1,1,2,2,2,1,2,1,1,2,1,3,3
"285",285,"female","white","yr3","STEM","math02","Visual",285,1,4,1,5,2,2,1,5,2,4,5,2,5,1,1,2,1,2,4,2,2,4,4,4,2,5,2,3,4,5,2,4,5,2,4,3,5,2,5,2,3,3,4,4,5,4,5,5,5,4,3,3,4,2,5,3,5,4,3,5,4,4,3,4,4,1,2,1,2,3,4,4,4,4,5,5,4,5,5,5,3,4,4,3,4,4,2,2,2,2,1,1,3,2,3,3,3,2,2,1,2,1,2,1
"286",286,"female","white","yr1","Other","math01","Kinesthetic",286,1,3,1,2,3,5,2,2,2,3,2,3,2,1,1,5,2,2,4,2,3,4,4,4,5,4,3,3,4,4,4,4,4,4,4,5,3,4,2,2,2,4,4,2,2,2,2,4,4,4,2,3,4,4,4,5,5,5,3,5,5,5,4,3,2,5,4,5,5,2,2,2,2,2,3,3,3,3,3,3,2,3,4,4,3,2,2,3,2,1,1,1,2,3,1,3,2,2,3,3,2,3,3,3
